id_x,projectType,projectName,projectCategory,slug,slugId,status,projectAge,reraId,countryId,stateId,cityId,localityId,subLocalityId,projectSummary,possessionDate,id_y,projectId_x,landmark,fullAddress,pincode,id_merged2,projectId_y,propertyCategory,type,customBHK,id_variant,configurationId,bathrooms,privateBathrooms,publicBathrooms,balcony,furnishedType,furnishingType,lift,ageOfProperty,parkingType,listingType,floorPlanImage,carpetArea,price,propertyImages,maintenanceCharges,aboutProperty,createdAt,updatedAt
cmfaycwy70036vc18ppmb8mwh,RESIDENTIAL,Om makarand heights,STANDALONE,om-makarand-heights-ashoknagar-chembur-mumbai-716337,,UNDER_CONSTRUCTION,,"[""P51800052217""]",cmf3zcoe80000vcf8sd4qfpwd,cmf3ze56e0002vcf8e0hjqnsw,cmf50r5a00000vcj0k1iuocuu,cmf6oxndf0021vcxsvog0r7bk,cmfcewd9m007svca0b4pla35a,,2025-09-21 00:00:00,cmfaycwya003hvc18yc5gtwtc,cmfaycwy70036vc18ppmb8mwh,Hind high school,"104, Yashvant Seth Jadhav Marg, Gauri Shankar Wadi No. 2, Savitribai Phule Nagar, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400075",400075,cmfaycwy9003dvc1853ic14wb,cmfaycwy70036vc18ppmb8mwh,RESIDENTIAL,2BHK,2BHK,,,,,,,,,,,,,,,,,,,,
cmfc6pq1k0001vca0ikzb258m,RESIDENTIAL,Sainath Vrindavan,STANDALONE,luxury-sainath-vrindavan-ashoknagar-chembur-mumbai-216861,,UNDER_CONSTRUCTION,,"[""[\""P51800049646\""]""]",cmf3zcoe80000vcf8sd4qfpwd,cmf3ze56e0002vcf8e0hjqnsw,cmf50r5a00000vcj0k1iuocuu,cmf51ieam0001vcj0kljobiod,cmf51ix980003vcj0z7abv17k,,,cmfc6pq1n000cvca0gpdjstzf,cmfc6pq1k0001vca0ikzb258m,JBCN International School Mulund,Prataprao Gujar Rd Neelam Nagar Mulund East Mumbai Maharashtra 400081,400081,cmfc6pq1m0004vca0cdihsx99,cmfc6pq1k0001vca0ikzb258m,RESIDENTIAL,1BHK,1BHK,,,,,,,,,,,,,,,,,,,,
cmfc6pq1k0001vca0ikzb258m,RESIDENTIAL,Sainath Vrindavan,STANDALONE,luxury-sainath-vrindavan-ashoknagar-chembur-mumbai-216861,,UNDER_CONSTRUCTION,,"[""[\""P51800049646\""]""]",cmf3zcoe80000vcf8sd4qfpwd,cmf3ze56e0002vcf8e0hjqnsw,cmf50r5a00000vcj0k1iuocuu,cmf51ieam0001vcj0kljobiod,cmf51ix980003vcj0z7abv17k,,,cmfc6pq1n000cvca0gpdjstzf,cmfc6pq1k0001vca0ikzb258m,JBCN International School Mulund,Prataprao Gujar Rd Neelam Nagar Mulund East Mumbai Maharashtra 400081,400081,cmfc6pq1m0006vca04kqz1wsp,cmfc6pq1k0001vca0ikzb258m,RESIDENTIAL,2BHK,2BHK,,,,,,,,,,,,,,,,,,,,
cmfc6pq1k0001vca0ikzb258m,RESIDENTIAL,Sainath Vrindavan,STANDALONE,luxury-sainath-vrindavan-ashoknagar-chembur-mumbai-216861,,UNDER_CONSTRUCTION,,"[""[\""P51800049646\""]""]",cmf3zcoe80000vcf8sd4qfpwd,cmf3ze56e0002vcf8e0hjqnsw,cmf50r5a00000vcj0k1iuocuu,cmf51ieam0001vcj0kljobiod,cmf51ix980003vcj0z7abv17k,,,cmfc6pq1n000cvca0gpdjstzf,cmfc6pq1k0001vca0ikzb258m,JBCN International School Mulund,Prataprao Gujar Rd Neelam Nagar Mulund East Mumbai Maharashtra 400081,400081,cmfc6pq1m0009vca0tmv501em,cmfc6pq1k0001vca0ikzb258m,RESIDENTIAL,3BHK,3BHK,,,,,,,,,,,,,,,,,,,,
cmfc79ip5001cvca0qht6o44p,RESIDENTIAL,Avenue 15,STANDALONE,avenue-15-ashoknagar-chembur-mumbai-140508,,UNDER_CONSTRUCTION,,"[""[\""P51900032165\""]""]",cmf3zcoe80000vcf8sd4qfpwd,cmf3ze56e0002vcf8e0hjqnsw,cmf50r5a00000vcj0k1iuocuu,cmf51ieam0001vcj0kljobiod,cmf51ix980003vcj0z7abv17k,,,cmfc79ip8001lvca0o1ls6fuz,cmfc79ip5001cvca0qht6o44p,JBCN International School Parel,AVENUE 15 Ramesh Barrel Supplying Company K.T.Gupta Wadi S.P.Murai Rd behind Sewri Road Sewri W Maharashtra 400015,400015,cmfc79ip7001fvca0dhfqinl1,cmfc79ip5001cvca0qht6o44p,RESIDENTIAL,1BHK,1BHK,,,,,,,,,,,,,,,,,,,,
cmfc79ip5001cvca0qht6o44p,RESIDENTIAL,Avenue 15,STANDALONE,avenue-15-ashoknagar-chembur-mumbai-140508,,UNDER_CONSTRUCTION,,"[""[\""P51900032165\""]""]",cmf3zcoe80000vcf8sd4qfpwd,cmf3ze56e0002vcf8e0hjqnsw,cmf50r5a00000vcj0k1iuocuu,cmf51ieam0001vcj0kljobiod,cmf51ix980003vcj0z7abv17k,,,cmfc79ip8001lvca0o1ls6fuz,cmfc79ip5001cvca0qht6o44p,JBCN International School Parel,AVENUE 15 Ramesh Barrel Supplying Company K.T.Gupta Wadi S.P.Murai Rd behind Sewri Road Sewri W Maharashtra 400015,400015,cmfc79ip7001ivca0pjtsq247,cmfc79ip5001cvca0qht6o44p,RESIDENTIAL,2BHK,2BHK,,,,,,,,,,,,,,,,,,,,
cmfc80zv1002dvca0hcgoc6ea,COMMERCIAL,Swaroop Aditya Avenue,STANDALONE,swaroop-aditya-avenue-ashoknagar-chembur-mumbai-422427,,UNDER_CONSTRUCTION,,"[""[\""P51800017168\""]""]",cmf3zcoe80000vcf8sd4qfpwd,cmf3ze56e0002vcf8e0hjqnsw,cmf50r5a00000vcj0k1iuocuu,cmf51ieam0001vcj0kljobiod,cmf51ix980003vcj0z7abv17k,,,cmfc80zv4002lvca04o23il71,cmfc80zv1002dvca0hcgoc6ea,Infiniti Mall ,"Swaroop Aditya Avenue, Sheraton Hotel, Marol Pipeline Rd, near Itc Maratha, Kanti Nagar, J B Nagar, Andheri East, Mumbai, Maharashtra 400099",400099,cmfc80zv3002gvca08q08d09k,cmfc80zv1002dvca0hcgoc6ea,COMMERCIAL,Office,Office,,,,,,,,,,,,,,,,,,,,
cmfc8w1e8003dvca0yvieggaz,RESIDENTIAL,Marigold miraaya ,TOWNSHIP,luxury-marigold-miraaya--ashoknagar-chembur-mumbai-870766,,UNDER_CONSTRUCTION,,"[""[\""P51800003669\""]""]",cmf3zcoe80000vcf8sd4qfpwd,cmf3ze56e0002vcf8e0hjqnsw,cmf50r5a00000vcj0k1iuocuu,cmf51ieam0001vcj0kljobiod,cmf51ix980003vcj0z7abv17k,,,cmfc8w1ea003nvca0sz7s13bl,cmfc8w1e8003dvca0yvieggaz,R Mall,"Marigold Miraaya, Purushottam Kheraj Rd, Asha Nagar, Mulund West, Mumbai, Maharashtra 400080",400080,cmfc8w1e9003gvca0vfq51lrw,cmfc8w1e8003dvca0yvieggaz,RESIDENTIAL,2BHK,2BHK,,,,,,,,,,,,,,,,,,,,
cmfc8w1e8003dvca0yvieggaz,RESIDENTIAL,Marigold miraaya ,TOWNSHIP,luxury-marigold-miraaya--ashoknagar-chembur-mumbai-870766,,UNDER_CONSTRUCTION,,"[""[\""P51800003669\""]""]",cmf3zcoe80000vcf8sd4qfpwd,cmf3ze56e0002vcf8e0hjqnsw,cmf50r5a00000vcj0k1iuocuu,cmf51ieam0001vcj0kljobiod,cmf51ix980003vcj0z7abv17k,,,cmfc8w1ea003nvca0sz7s13bl,cmfc8w1e8003dvca0yvieggaz,R Mall,"Marigold Miraaya, Purushottam Kheraj Rd, Asha Nagar, Mulund West, Mumbai, Maharashtra 400080",400080,cmfc8w1ea003kvca0antflsgo,cmfc8w1e8003dvca0yvieggaz,RESIDENTIAL,3BHK,3BHK,,,,,,,,,,,,,,,,,,,,
cmfcccifs004nvca0b7im3r5a,RESIDENTIAL,Balaji Kanha	,STANDALONE,balaji-kanha--ashoknagar-chembur-mumbai-678207,,UNDER_CONSTRUCTION,,"[""[\""P51700048490\""]""]",cmf3zcoe80000vcf8sd4qfpwd,cmf3ze56e0002vcf8e0hjqnsw,cmf50r5a00000vcj0k1iuocuu,cmf51ieam0001vcj0kljobiod,cmf51ix980003vcj0z7abv17k,,,cmfcccifw004vvca0mvtcgxos,cmfcccifs004nvca0b7im3r5a,Lodha Xperia Mall,64C5+C63 Dombivli East Dombivli Maharashtra 421301,421201,cmfcccifu004qvca0daqsesxl,cmfcccifs004nvca0b7im3r5a,RESIDENTIAL,1BHK,1BHK,,,,,,,,,,,,,,,,,,,,
